"fecha","provincia","codigo indec provincia","departamento","codigo Indec departamento","localidad","codigo indec localidad","origen de financiamiento","tipo","ultima_actualizacion","total","positivos"
"2020-04-22","Mendoza","50","Tunuyán","119","TUNUYAN","060","Privado","Privado","2020-05-14","2",""
"2020-04-22","Mendoza","50","Tunuyán","119","TUNUYAN","060","Público","Provincial","2020-05-14","1",""
"2020-04-22","Mendoza","50","Godoy Cruz","021","GODOY CRUZ","010","Privado","Obra social","2020-05-14","5","2"
"2020-04-22","Mendoza","50","Godoy Cruz","021","GODOY CRUZ","010","Privado","Mutual","2020-05-14","6","1"
"2020-04-22","Mendoza","50","Godoy Cruz","021","GODOY CRUZ","010","Público","Provincial","2020-05-14","3","1"
"2020-04-22","Mendoza","50","General Alvear","014","GENERAL ALVEAR","030","Público","Provincial","2020-05-14","6",""
"2020-04-22","Mendoza","50","Maipú","070","MAIPU","060","Público","Provincial","2020-05-14","1",""
"2020-04-22","Mendoza","50","San Rafael","105","SAN RAFAEL  (CIUDAD DE SAN RAFAEL)","210","Público","Provincial","2020-05-14","19",""
"2020-04-22","Misiones","54","Iguazú","063","PUERTO IGUAZU","030","Público","Provincial","2020-05-14","16",""
"2020-04-22","Misiones","54","Capital","028","POSADAS","030","Público","Provincial","2020-05-14","4",""
"2020-04-22","Misiones","54","Capital","028","POSADAS (MUNICIPIO DE POSADAS)","030","Privado","Privado","2020-05-14","2",""
"2020-04-22","Misiones","54","Capital","028","POSADAS (MUNICIPIO DE POSADAS)","030","Público","Provincial","2020-05-14","2",""
"2020-04-22","Neuquén","58","Zapala","112","ZAPALA","040","Público","Provincial","2020-05-14","2",""
"2020-04-22","Neuquén","58","Loncopué","063","LONCOPUE","020","Público","Provincial","2020-05-14","5","3"
"2020-04-22","Neuquén","58","Huiliches","049","JUNIN DE LOS ANDES","010","Público","Provincial","2020-05-14","2",""
"2020-04-22","Neuquén","58","Picunches","105","LAS LAJAS","030","Público","Provincial","2020-05-14","2",""
"2020-04-22","Neuquén","58","Confluencia","035","CENTENARIO","030","Público","Provincial","2020-05-14","1",""
"2020-04-22","Neuquén","58","Confluencia","035","NEUQUEN","070","Privado","Privado","2020-05-14","8","3"
"2020-04-22","Neuquén","58","Confluencia","035","NEUQUEN","070","Público","Provincial","2020-05-14","24","2"
"2020-04-22","Neuquén","58","Confluencia","035","PLOTTIER","100","Público","Provincial","2020-05-14","1",""
"2020-04-22","Neuquén","58","Lácar","056","SAN MARTIN DE LOS ANDES","010","Público","Provincial","2020-05-14","2","2"
"2020-04-22","Río Negro","62","Adolfo Alsina","007","VIEDMA","090","Privado","Privado","2020-05-14","1",""
"2020-04-22","Río Negro","62","Adolfo Alsina","007","VIEDMA","090","Público","Provincial","2020-05-14","2",""
"2020-04-22","Río Negro","62","Conesa","028","GENERAL CONESA","020","Público","Provincial","2020-05-14","2",""
"2020-04-22","Río Negro","62","General Roca","042","ALLEN","010","Público","Provincial","2020-05-14","4",""
"2020-04-22","Río Negro","62","General Roca","042","VILLA REGINA","560","Público","Provincial","2020-05-14","3","1"
"2020-04-22","Río Negro","62","General Roca","042","CATRIEL","360","Público","Provincial","2020-05-14","21",""
"2020-04-22","Río Negro","62","General Roca","042","CINCO SALTOS","390","Público","Provincial","2020-05-14","1",""
"2020-04-22","Río Negro","62","General Roca","042","CIPOLLETTI","400","Público","Provincial","2020-05-14","3","1"
"2020-04-22","Río Negro","62","General Roca","042","GENERAL ROCA","450","Público","Provincial","2020-05-14","7",""
"2020-04-22","Río Negro","62","San Antonio","077","SAN ANTONIO OESTE","050","Público","Provincial","2020-05-14","1",""
"2020-04-22","Río Negro","62","Avellaneda","014","CHOELE CHOEL","040","Público","Provincial","2020-05-14","6","5"
"2020-04-22","Río Negro","62","Avellaneda","014","LAMARQUE","070","Público","Provincial","2020-05-14","1",""
"2020-04-22","Río Negro","62","Avellaneda","014","LUIS BELTRAN","080","Público","Provincial","2020-05-14","3","3"
"2020-04-22","Río Negro","62","Pichi Mahuida","063","RIO COLORADO","020","Público","Provincial","2020-05-14","1",""
"2020-04-22","Río Negro","62","Bariloche","021","SAN CARLOS DE BARILOCHE","060","Público","Provincial","2020-05-14","30","7"
"2020-04-22","Salta","66","Grl. José de San Martín","056","EMBARCACION","090","Público","Provincial","2020-05-14","1",""
"2020-04-22","Salta","66","Grl. José de San Martín","056","TARTAGAL (TARTAGAL)","220","Público","Provincial","2020-05-14","1",""
"2020-04-22","Salta","66","Capital","028","SALTA","050","Privado","Privado","2020-05-14","1",""
"2020-04-22","Salta","66","Capital","028","SALTA","050","Público","Provincial","2020-05-14","3",""
"2020-04-22","Salta","66","Orán","126","SAN RAMON DE LA NUEVA ORAN","070","Privado","Privado","2020-05-14","1",""
"2020-04-22","San Juan","70","Caucete","035","CAUCETE","020","Público","Provincial","2020-05-14","1",""
"2020-04-22","San Juan","70","Capital","028","SAN JUAN","010","Público","Provincial","2020-05-14","3",""
"2020-04-22","San Luis","74","General Pedernera","035","VILLA MERCEDES","070","Público","Provincial","2020-05-14","1",""
"2020-04-22","Santa Cruz","78","Güer Aike","021","RIO GALLEGOS","040","Público","Provincial","2020-05-14","3","2"
"2020-04-22","Santa Fe","82","San Jerónimo","105","GALVEZ","130","Público","Provincial","2020-05-14","3","1"
"2020-04-22","Santa Fe","82","General López","042","FIRMAT","120","Privado","Privado","2020-05-14","2",""
"2020-04-22","Santa Fe","82","General López","042","ELORTONDO","110","Público","Provincial","2020-05-14","1","1"
"2020-04-22","Santa Fe","82","General López","042","VENADO TUERTO","290","Privado","Privado","2020-05-14","7",""
"2020-04-22","Santa Fe","82","General López","042","VENADO TUERTO","290","Público","Provincial","2020-05-14","5",""
"2020-04-22","Santa Fe","82","San Lorenzo","119","SAN LORENZO","130","Público","Provincial","2020-05-14","4",""
"2020-04-22","Santa Fe","82","Las Colonias","070","ESPERANZA","050","Público","Provincial","2020-05-14","1",""
"2020-04-22","Santa Fe","82","La Capital","063","SANTA FE","170","Público","Provincial","2020-05-14","79","6"
"2020-04-22","Santa Fe","82","Castellanos","021","RAFAELA","310","Público","Provincial","2020-05-14","1",""
"2020-04-22","Santa Fe","82","Belgrano","007","ARMSTRONG","010","Público","Provincial","2020-05-14","1",""
"2020-04-22","Santa Fe","82","Rosario","084","ROSARIO","270","Privado","Privado","2020-05-14","61","2"
"2020-04-22","Santa Fe","82","Rosario","084","ROSARIO","270","Privado","Obra social","2020-05-14","1",""
"2020-04-22","Santa Fe","82","Rosario","084","ROSARIO","270","Público","Provincial","2020-05-14","12",""
"2020-04-22","Santa Fe","82","Rosario","084","ROSARIO","270","Público","Municipal","2020-05-14","17","1"
"2020-04-22","Santa Fe","82","Rosario","084","VILLA GOBERNADOR GALVEZ","310","Público","Provincial","2020-05-14","4",""
"2020-04-22","Santa Fe","82","Caseros","014","CASILDA","050","Privado","Privado","2020-05-14","1",""
"2020-04-22","Santa Fe","82","Caseros","014","CASILDA","050","Público","Provincial","2020-05-14","1",""
"2020-04-22","Santiago del Estero","86","Capital","049","SANTIAGO DEL ESTERO","110","Público","Provincial","2020-05-14","7","1"
"2020-04-22","Tierra del Fuego","94","Ushuaia","014","USHUAIA","020","Público","Provincial","2020-05-14","34","2"
"2020-04-22","Tierra del Fuego","94","Río Grande","007","RIO GRANDE","010","Privado","Privado","2020-05-14","2",""
"2020-04-22","Tierra del Fuego","94","Río Grande","007","RIO GRANDE","010","Público","Provincial","2020-05-14","9",""
"2020-04-22","Tucumán","90","Yerba Buena","119","VILLA CARMELA","020","Público","Provincial","2020-05-14","1",""
"2020-04-22","Tucumán","90","Cruz Alta","014","BANDA DEL RIO SALI","020","Público","Provincial","2020-05-14","8",""
"2020-04-22","Tucumán","90","Chicligasta","021","CONCEPCION","050","Público","Provincial","2020-05-14","2",""
"2020-04-22","Tucumán","90","Capital","084","SAN MIGUEL DE TUCUMAN","010","Público","Provincial","2020-05-14","62",""
"2020-04-23","CABA","02","COMUNA 1","001","SAN NICOLAS","010","Privado","Privado","2020-05-14","3","1"
"2020-04-23","CABA","02","COMUNA 1","001","CIUDAD DE BUENOS AIRES","010","Privado","Privado","2020-05-14","2",""
"2020-04-23","CABA","02","COMUNA 1","001","CIUDAD DE BUENOS AIRES","010","Privado","Mixta","2020-05-14","1","1"
"2020-04-23","CABA","02","COMUNA 1","001","CONSTITUCION","010","Privado","Privado","2020-05-14","5","1"
"2020-04-23","CABA","02","COMUNA 1","001","CONSTITUCION","010","Público","Nacional","2020-05-14","2","1"
"2020-04-23","CABA","02","COMUNA 1","001","MONSERRAT","010","Privado","Privado","2020-05-14","4",""
"2020-04-23","CABA","02","COMUNA 1","001","RETIRO","010","Privado","Privado","2020-05-14","2",""
"2020-04-23","CABA","02","COMUNA 1","001","RETIRO","010","Público","Municipal","2020-05-14","1",""
"2020-04-23","CABA","02","COMUNA 1","001","SAN TELMO","010","Privado","Privado","2020-05-14","1",""
"2020-04-23","CABA","02","COMUNA 2","002","RECOLETA","010","Privado","Privado","2020-05-14","121","10"
"2020-04-23","CABA","02","COMUNA 2","002","RECOLETA","010","Público","Municipal","2020-05-14","28","2"
"2020-04-23","CABA","02","COMUNA 2","002","RECOLETA","010","Público","Universitario público","2020-05-14","14","7"
"2020-04-23","CABA","02","COMUNA 3","003","BALVANERA","010","Privado","Privado","2020-05-14","48","2"
"2020-04-23","CABA","02","COMUNA 3","003","BALVANERA","010","Privado","Obra social","2020-05-14","9","1"
"2020-04-23","CABA","02","COMUNA 3","003","BALVANERA","010","Público","Nacional","2020-05-14","3",""
"2020-04-23","CABA","02","COMUNA 3","003","BALVANERA","010","Público","Provincial","2020-05-14","2",""
"2020-04-23","CABA","02","COMUNA 3","003","BALVANERA","010","Público","Municipal","2020-05-14","8",""
"2020-04-23","CABA","02","COMUNA 3","003","SAN CRISTOBAL","010","Privado","Privado","2020-05-14","1",""
"2020-04-23","CABA","02","COMUNA 4","004","BARRACAS","010","Privado","Privado","2020-05-14","7",""
"2020-04-23","CABA","02","COMUNA 4","004","BARRACAS","010","Público","Municipal","2020-05-14","20","7"
"2020-04-23","CABA","02","COMUNA 4","004","BOCA","010","Público","Municipal","2020-05-14","9","1"
"2020-04-23","CABA","02","COMUNA 4","004","NUEVA POMPEYA","010","Público","Municipal","2020-05-14","1",""
"2020-04-23","CABA","02","COMUNA 4","004","NUEVA POMPEYA","010","Público","FFAA/Seguridad","2020-05-14","3",""
"2020-04-23","CABA","02","COMUNA 4","004","PARQUE PATRICIOS","010","Privado","Privado","2020-05-14","2",""
"2020-04-23","CABA","02","COMUNA 4","004","PARQUE PATRICIOS","010","Público","Nacional","2020-05-14","14","1"
"2020-04-23","CABA","02","COMUNA 4","004","PARQUE PATRICIOS","010","Público","Municipal","2020-05-14","19","2"
"2020-04-23","CABA","02","COMUNA 4","004","PARQUE PATRICIOS","010","Público","FFAA/Seguridad","2020-05-14","9",""
"2020-04-23","CABA","02","COMUNA 5","005","ALMAGRO","010","Privado","Privado","2020-05-14","11","2"
"2020-04-23","CABA","02","COMUNA 5","005","ALMAGRO","010","Privado","Obra social","2020-05-14","6","1"
"2020-04-23","CABA","02","COMUNA 5","005","BOEDO","010","Privado","Privado","2020-05-14","36","5"
"2020-04-23","CABA","02","COMUNA 6","006","CABALLITO","010","Privado","Obra social","2020-05-14","24",""
"2020-04-23","CABA","02","COMUNA 6","006","CABALLITO","010","Público","Municipal","2020-05-14","24","8"
"2020-04-23","CABA","02","COMUNA 6","006","CABALLITO","010","Público","FFAA/Seguridad","2020-05-14","11","2"
"2020-04-23","CABA","02","COMUNA 7","007","FLORES","010","Privado","Privado","2020-05-14","14","1"
"2020-04-23","CABA","02","COMUNA 7","007","FLORES","010","Público","Municipal","2020-05-14","25","1"
"2020-04-23","CABA","02","COMUNA 8","008","VILLA SOLDATI","010","Público","Municipal","2020-05-14","2",""
"2020-04-23","CABA","02","COMUNA 9","009","LINIERS","010","Público","Municipal","2020-05-14","10","3"
"2020-04-23","CABA","02","COMUNA 10","010","MONTE CASTRO","010","Público","Municipal","2020-05-14","3",""
"2020-04-23","CABA","02","COMUNA 11","011","VILLA DEL PARQUE","010","Privado","Privado","2020-05-14","1",""
"2020-04-23","CABA","02","COMUNA 11","011","VILLA DEVOTO","010","Privado","Privado","2020-05-14","4",""
"2020-04-23","CABA","02","COMUNA 11","011","VILLA DEVOTO","010","Público","Municipal","2020-05-14","5",""
"2020-04-23","CABA","02","COMUNA 11","011","VILLA GENERAL MITRE","010","Privado","Privado","2020-05-14","5","3"
"2020-04-23","CABA","02","COMUNA 12","012","COGHLAN","010","Público","Municipal","2020-05-14","3",""
"2020-04-23","CABA","02","COMUNA 12","012","SAAVEDRA","010","Privado","Privado","2020-05-14","1",""
"2020-04-23","CABA","02","COMUNA 13","013","BELGRANO","010","Privado","Privado","2020-05-14","9",""
"2020-04-23","CABA","02","COMUNA 13","013","COLEGIALES","010","Privado","Privado","2020-05-14","4","2"
"2020-04-23","CABA","02","COMUNA 14","014","PALERMO","010","Privado","Privado","2020-05-14","75","13"
"2020-04-23","CABA","02","COMUNA 14","014","PALERMO","010","Privado","Obra social","2020-05-14","2",""
"2020-04-23","CABA","02","COMUNA 14","014","PALERMO","010","Público","Municipal","2020-05-14","4","2"
"2020-04-23","CABA","02","COMUNA 14","014","PALERMO","010","Público","FFAA/Seguridad","2020-05-14","9","1"
"2020-04-23","CABA","02","COMUNA 15","015","AGRONOMIA","010","Privado","Privado","2020-05-14","3","1"
"2020-04-23","CABA","02","COMUNA 15","015","AGRONOMIA","010","Público","Universitario público","2020-05-14","2",""
"2020-04-23","CABA","02","COMUNA 15","015","CHACARITA","010","Privado","Privado","2020-05-14","5","1"
"2020-04-23","CABA","02","COMUNA 15","015","PARQUE CHAS","010","Público","Municipal","2020-05-14","12","2"
"2020-04-23","CABA","02","COMUNA 15","015","PARQUE CHAS","010","Público","Universitario público","2020-05-14","2",""
"2020-04-23","CABA","02","COMUNA 15","015","VILLA CRESPO","010","Privado","Privado","2020-05-14","13","6"
"2020-04-23","Buenos Aires","06","General Rodríguez","364","GENERAL RODRIGUEZ","030","Privado","Privado","2020-05-14","5",""
"2020-04-23","Buenos Aires","06","General Rodríguez","364","GENERAL RODRIGUEZ","030","Público","Provincial","2020-05-14","7",""
"2020-04-23","Buenos Aires","06","9 de Julio","588","9 DE JULIO","100","Público","Provincial","2020-05-14","4",""
"2020-04-23","Buenos Aires","06","Tigre","805","DON TORCUATO ESTE","010","Privado","Privado","2020-05-14","62","14"
"2020-04-23","Buenos Aires","06","Tigre","805","GENERAL PACHECO","010","Público","Provincial","2020-05-14","3",""
"2020-04-23","Buenos Aires","06","Tigre","805","TIGRE","010","Público","Municipal","2020-05-14","1",""
"2020-04-23","Buenos Aires","06","La Plata","441","LA PLATA","030","Privado","Privado","2020-05-14","9",""
"2020-04-23","Buenos Aires","06","La Plata","441","LA PLATA","030","Público","Provincial","2020-05-14","15","1"
"2020-04-23","Buenos Aires","06","La Plata","441","MANUEL B. GONNET","030","Público","Provincial","2020-05-14","3",""
"2020-04-23","Buenos Aires","06","La Plata","441","RINGUELET","030","Privado","Privado","2020-05-14","11","2"
"2020-04-23","Buenos Aires","06","La Plata","441","VILLA ELVIRA","030","Privado","Privado","2020-05-14","2",""
"2020-04-23","Buenos Aires","06","La Plata","441","MELCHOR ROMERO","130","Público","Provincial","2020-05-14","2",""
"2020-04-23","Buenos Aires","06","Balcarce","063","BALCARCE","010","Público","Municipal","2020-05-14","1",""
"2020-04-23","Buenos Aires","06","Monte","547","SAN MIGUEL DEL MONTE (EST. MONTE)","020","Público","Provincial","2020-05-14","1",""
"2020-04-23","Buenos Aires","06","Mercedes","532","MERCEDES","020","Privado","Privado","2020-05-14","1",""
"2020-04-23","Buenos Aires","06","Ezeiza","270","AEROPUERTO INTERNACIONAL EZEIZA","010","Público","Provincial","2020-05-14","8",""
"2020-04-23","Buenos Aires","06","Ramallo","665","RAMALLO","040","Público","Municipal","2020-05-14","1",""
"2020-04-23","Buenos Aires","06","Trenque Lauquen","826","TRENQUE LAUQUEN","050","Público","Municipal","2020-05-14","3",""
"2020-04-23","Buenos Aires","06","Zárate","882","ZARATE","050","Público","Provincial","2020-05-14","4",""
"2020-04-23","Buenos Aires","06","Zárate","882","ZARATE","050","Público","Municipal","2020-05-14","7","1"
"2020-04-23","Buenos Aires","06","25 de Mayo","854","25 DE MAYO","100","Público","Municipal","2020-05-14","1",""
"2020-04-23","Buenos Aires","06","Malvinas Argentinas","515","PABLO NOGUES","060","Público","Municipal","2020-05-14","27",""
"2020-04-23","Buenos Aires","06","José C. Paz","412","JOSE C. PAZ","010","Público","Municipal","2020-05-14","7",""
"2020-04-23","Buenos Aires","06","Berisso","098","VILLA NUEVA","010","Público","Provincial","2020-05-14","4",""
"2020-04-23","Buenos Aires","06","Avellaneda","035","AVELLANEDA","010","Privado","Obra social","2020-05-14","5","1"
"2020-04-23","Buenos Aires","06","Avellaneda","035","AVELLANEDA","010","Público","Provincial","2020-05-14","2",""
"2020-04-23","Buenos Aires","06","Avellaneda","035","SARANDI","010","Privado","Privado","2020-05-14","3",""
"2020-04-23","Buenos Aires","06","Avellaneda","035","SARANDI","010","Público","Provincial","2020-05-14","7","3"
"2020-04-23","Buenos Aires","06","Avellaneda","035","WILDE","010","Privado","Privado","2020-05-14","1",""
"2020-04-23","Buenos Aires","06","Avellaneda","035","WILDE","010","Público","Provincial","2020-05-14","14",""
"2020-04-23","Buenos Aires","06","Campana","126","CAMPANA","030","Público","Municipal","2020-05-14","7",""
"2020-04-23","Buenos Aires","06","Pilar","638","DEL VISO","040","Público","Municipal","2020-05-14","5",""
"2020-04-23","Buenos Aires","06","Pilar","638","MANZANARES","040","Público","Municipal","2020-05-14","1",""
"2020-04-23","Buenos Aires","06","Pilar","638","PILAR","040","Público","Municipal","2020-05-14","6","1"
"2020-04-23","Buenos Aires","06","Pilar","638","PRESIDENTE DERQUI","040","Privado","Privado","2020-05-14","26","3"
"2020-04-23","Buenos Aires","06","General Pueyrredón","357","MAR DEL PLATA","110","Privado","Privado","2020-05-14","7","1"
"2020-04-23","Buenos Aires","06","General Pueyrredón","357","MAR DEL PLATA","110","Privado","Obra social","2020-05-14","1",""
"2020-04-23","Buenos Aires","06","General Pueyrredón","357","MAR DEL PLATA","110","Público","Provincial","2020-05-14","9",""
"2020-04-23","Buenos Aires","06","Lanús","434","LANUS ESTE","010","Público","Provincial","2020-05-14","4",""
"2020-04-23","Buenos Aires","06","Lanús","434","VALENTIN ALSINA","010","Privado","Privado","2020-05-14","1",""
"2020-04-23","Buenos Aires","06","Lanús","434","VALENTIN ALSINA","010","Público","Provincial","2020-05-14","16",""
"2020-04-23","Buenos Aires","06","Lanús","434","LANÚS","010","Privado","Privado","2020-05-14","3",""
"2020-04-23","Buenos Aires","06","Ayacucho","042","AYACUCHO","010","Público","Municipal","2020-05-14","1",""
"2020-04-23","Buenos Aires","06","Benito Juárez","084","BENITO JUAREZ","020","Público","Municipal","2020-05-14","2",""
"2020-04-23","Buenos Aires","06","Capitán Sarmiento","140","CAPITAN SARMIENTO","010","Público","Municipal","2020-05-14","1",""
"2020-04-23","Buenos Aires","06","Escobar","252","MAQUINISTA F. SAVIO ESTE","010","Privado","Privado","2020-05-14","3",""
"2020-04-23","Buenos Aires","06","Escobar","252","MAQUINISTA F. SAVIO ESTE","010","Público","Provincial","2020-05-14","5",""
"2020-04-23","Buenos Aires","06","Escobar","252","BELEN DE ESCOBAR","010","Público","Municipal","2020-05-14","24","10"
"2020-04-23","Buenos Aires","06","San Fernando","749","SAN FERNANDO","010","Privado","Privado","2020-05-14","2",""
"2020-04-23","Buenos Aires","06","San Fernando","749","VIRREYES","010","Público","Provincial","2020-05-14","7","2"
"2020-04-23","Buenos Aires","06","Coronel Suárez","203","CORONEL SUAREZ","020","Público","Municipal","2020-05-14","4",""
"2020-04-23","Buenos Aires","06","Luján","497","LUJAN","060","Privado","Privado","2020-05-14","5",""
"2020-04-23","Buenos Aires","06","Luján","497","LUJAN","060","Público","Municipal","2020-05-14","9","1"
"2020-04-23","Buenos Aires","06","Morón","568","HAEDO","010","Privado","Privado","2020-05-14","4","1"
"2020-04-23","Buenos Aires","06","Morón","568","HAEDO","010","Público","Provincial","2020-05-14","2",""
"2020-04-23","Buenos Aires","06","Morón","568","MORON","010","Privado","Privado","2020-05-14","5",""
"2020-04-23","Buenos Aires","06","Morón","568","VILLA SARMIENTO","010","Privado","Privado","2020-05-14","7","1"
"2020-04-23","Buenos Aires","06","Morón","568","VILLA SARMIENTO","010","Público","Nacional","2020-05-14","22","1"
"2020-04-23","Buenos Aires","06","Morón","568","VILLA SARMIENTO","010","Público","Municipal","2020-05-14","7","2"
"2020-04-23","Buenos Aires","06","Necochea","581","NECOCHEA","040","Público","Municipal","2020-05-14","1",""
"2020-04-23","Buenos Aires","06","La Matanza","427","CIUDAD EVITA","010","Público","Provincial","2020-05-14","1","1"
"2020-04-23","Buenos Aires","06","La Matanza","427","GONZALEZ CATAN","010","Público","Provincial","2020-05-14","2",""
"2020-04-23","Buenos Aires","06","La Matanza","427","GREGORIO DE LAFERRERE","010","Privado","Privado","2020-05-14","6","2"
"2020-04-23","Buenos Aires","06","La Matanza","427","LOMAS DEL MIRADOR","010","Privado","Privado","2020-05-14","3","1"
"2020-04-23","Buenos Aires","06","La Matanza","427","RAMOS MEJIA","010","Privado","Privado","2020-05-14","9",""
"2020-04-23","Buenos Aires","06","La Matanza","427","SAN JUSTO","010","Privado","Privado","2020-05-14","16",""
"2020-04-23","Buenos Aires","06","La Matanza","427","VILLA LUZURIAGA","010","Privado","Privado","2020-05-14","1",""
"2020-04-23","Buenos Aires","06","La Matanza","427","ISIDRO CASANOVA","010","Público","Provincial","2020-05-14","27","4"
"2020-04-23","Buenos Aires","06","Lomas de Zamora","490","LLAVALLOL","010","Público","Municipal","2020-05-14","2","1"
"2020-04-23","Buenos Aires","06","Lomas de Zamora","490","LOMAS DE ZAMORA","010","Privado","Privado","2020-05-14","5",""
"2020-04-23","Buenos Aires","06","Lomas de Zamora","490","TEMPERLEY","010","Privado","Privado","2020-05-14","8",""
"2020-04-23","Buenos Aires","06","Lomas de Zamora","490","TEMPERLEY","010","Público","Provincial","2020-05-14","3",""
"2020-04-23","Buenos Aires","06","Berazategui","091","BERAZATEGUI","010","Privado","Privado","2020-05-14","3",""
"2020-04-23","Buenos Aires","06","Berazategui","091","RANELAGH","010","Privado","Privado","2020-05-14","1",""
"2020-04-23","Buenos Aires","06","Arrecifes","077","ARRECIFES","010","Público","Municipal","2020-05-14","2",""
"2020-04-23","Buenos Aires","06","Saladillo","707","SALADILLO","060","Público","Provincial","2020-05-14","3","1"
"2020-04-23","Buenos Aires","06","Ensenada","245","ENSENADA","010","Público","Municipal","2020-05-14","1",""
"2020-04-23","Buenos Aires","06","Ensenada","245","VILLA CATELA","010","Privado","Privado","2020-05-14","1",""
"2020-04-23","Buenos Aires","06","General San Martín","371","CIUDAD DEL LIBERTADOR GENERAL SAN MARTIN","010","Público","Municipal","2020-05-14","7","1"
"2020-04-23","Buenos Aires","06","General San Martín","371","VILLA ZAGALA","070","Público","Provincial","2020-05-14","5","1"
"2020-04-23","Buenos Aires","06","General San Martín","371","GENERAL SAN MARTÍN","010","Privado","Otros","2020-05-14","1",""
"2020-04-23","Buenos Aires","06","General San Martín","371","GENERAL SAN MARTÍN","010","Privado","Privado","2020-05-14","12","3"
"2020-04-23","Buenos Aires","06","General San Martín","371","GENERAL SAN MARTÍN","010","Público","Provincial","2020-05-14","12",""
"2020-04-23","Buenos Aires","06","General San Martín","371","JOSÉ LEÓN SUAREZ","020","Público","Municipal","2020-05-14","2",""
"2020-04-23","Buenos Aires","06","San Pedro","770","SAN PEDRO","050","Público","Municipal","2020-05-14","3",""
"2020-04-23","Buenos Aires","06","Pehuajó","609","PEHUAJO","080","Público","Municipal","2020-05-14","1",""
"2020-04-23","Buenos Aires","06","Chascomús","217","CHASCOMÚS (CHASCOMÚS COUNTRY CLUB)","010","Público","Municipal","2020-05-14","1",""
"2020-04-23","Buenos Aires","06","Chivilcoy","224","CHIVILCOY","010","Público","Municipal","2020-05-14","5",""
"2020-04-23","Buenos Aires","06","Azul","049","AZUL","020","Público","Municipal","2020-05-14","1",""
"2020-04-23","Buenos Aires","06","Almirante Brown","028","ADROGUE","010","Público","Provincial","2020-05-14","12","1"
"2020-04-23","Buenos Aires","06","Almirante Brown","028","RAFAEL CALZADA","010","Público","Provincial","2020-05-14","9","1"
"2020-04-23","Buenos Aires","06","San Isidro","756","ACASSUSO","010","Público","Municipal","2020-05-14","2",""
"2020-04-23","Buenos Aires","06","San Isidro","756","BECCAR","010","Privado","Privado","2020-05-14","2",""
"2020-04-23","Buenos Aires","06","San Isidro","756","MARTINEZ","010","Privado","Privado","2020-05-14","3",""
"2020-04-23","Buenos Aires","06","San Isidro","756","SAN ISIDRO","010","Privado","Privado","2020-05-14","38","7"
"2020-04-23","Buenos Aires","06","San Isidro","756","SAN ISIDRO","010","Público","Municipal","2020-05-14","1",""
"2020-04-23","Buenos Aires","06","San Isidro","756","VILLA ADELINA","010","Privado","Privado","2020-05-14","1","1"
"2020-04-23","Buenos Aires","06","San Isidro","756","BOULOGNE SUR MER","010","Público","Municipal","2020-05-14","3",""
"2020-04-23","Buenos Aires","06","Rauch","672","RAUCH","010","Público","Municipal","2020-05-14","1",""
"2020-04-23","Buenos Aires","06","Rojas","686","ROJAS","060","Público","Municipal","2020-05-14","2",""
"2020-04-23","Buenos Aires","06","Tres de Febrero","840","CASEROS","010","Privado","Privado","2020-05-14","4",""
"2020-04-23","Buenos Aires","06","Tres de Febrero","840","CASEROS","010","Público","Provincial","2020-05-14","7",""
"2020-04-23","Buenos Aires","06","Tres de Febrero","840","CASEROS","010","Público","Municipal","2020-05-14","2","1"
"2020-04-23","Buenos Aires","06","Tres de Febrero","840","CIUDADELA","010","Privado","Privado","2020-05-14","5",""
"2020-04-23","Buenos Aires","06","Tres de Febrero","840","CIUDADELA","010","Público","Provincial","2020-05-14","3",""
"2020-04-23","Buenos Aires","06","Tres de Febrero","840","MARTIN CORONADO","010","Privado","Privado","2020-05-14","10","1"
"2020-04-23","Buenos Aires","06","Junín","413","JUNIN","050","Privado","Privado","2020-05-14","4",""
"2020-04-23","Buenos Aires","06","Brandsen","119","CORONEL BRANDSEN","050","Público","Municipal","2020-05-14","1",""
"2020-04-23","Buenos Aires","06","Cañuelas","134","CAÑUELAS","030","Público","Nacional","2020-05-14","4","3"
"2020-04-23","Buenos Aires","06","Vicente López","861","FLORIDA","010","Público","Municipal","2020-05-14","23","1"
"2020-04-23","Buenos Aires","06","Vicente López","861","MUNRO","010","Privado","Privado","2020-05-14","3","1"
"2020-04-23","Buenos Aires","06","Vicente López","861","OLIVOS","010","Privado","Privado","2020-05-14","8",""
"2020-04-23","Buenos Aires","06","Merlo","539","MERLO","010","Privado","Privado","2020-05-14","1",""
"2020-04-23","Buenos Aires","06","Merlo","539","MERLO","010","Público","Municipal","2020-05-14","28",""
"2020-04-23","Buenos Aires","06","Merlo","539","SAN ANTONIO DE PADUA","010","Público","Provincial","2020-05-14","1",""
"2020-04-23","Buenos Aires","06","Merlo","539","SAN ANTONIO DE PADUA","010","Público","Municipal","2020-05-14","6","1"
"2020-04-23","Buenos Aires","06","Hurlingham","408","HURLINGHAM","010","Privado","Privado","2020-05-14","1",""
"2020-04-23","Buenos Aires","06","Hurlingham","408","WILLIAM C. MORRIS","010","Público","Municipal","2020-05-14","5",""
"2020-04-23","Buenos Aires","06","Ituzaingó","410","ITUZAINGO SUR","010","Público","Municipal","2020-05-14","4",""
