"fecha","provincia","codigo indec provincia","departamento","codigo Indec departamento","localidad","codigo indec localidad","origen de financiamiento","tipo","ultima_actualizacion","total","positivos"
"2020-02-11","CABA","02","COMUNA 1","001","RETIRO","010","Privado","Privado","2020-05-14","2",""
"2020-02-20","Mendoza","50","Capital","007","1A. SECCION","010","Público","Provincial","2020-05-14","1",""
"2020-02-27","Buenos Aires","06","La Plata","441","LA PLATA","030","Público","Provincial","2020-05-14","2",""
"2020-02-27","Buenos Aires","06","San Isidro","756","SAN ISIDRO","010","Privado","Privado","2020-05-14","1",""
"2020-02-27","Tierra del Fuego","94","Ushuaia","014","USHUAIA","020","Público","Provincial","2020-05-14","1",""
"2020-02-28","CABA","02","COMUNA 3","003","BALVANERA","010","Privado","Privado","2020-05-14","2",""
"2020-02-28","CABA","02","COMUNA 3","003","BALVANERA","010","Privado","Obra social","2020-05-14","3",""
"2020-02-28","Buenos Aires","06","General Pueyrredón","357","MAR DEL PLATA","110","Público","Nacional","2020-05-14","1",""
"2020-02-28","Buenos Aires","06","San Isidro","756","ACASSUSO","010","Público","Municipal","2020-05-14","1",""
"2020-02-28","Buenos Aires","06","San Isidro","756","BOULOGNE SUR MER","010","Público","Municipal","2020-05-14","2",""
"2020-02-28","Córdoba","14","Tercero Arriba","161","RIO TERCERO","150","Público","Provincial","2020-05-14","1",""
"2020-03-02","CABA","02","COMUNA 4","004","BARRACAS","010","Privado","Privado","2020-05-14","1",""
"2020-03-02","CABA","02","COMUNA 5","005","BOEDO","010","Privado","Privado","2020-05-14","1",""
"2020-03-02","Buenos Aires","06","La Plata","441","LA PLATA","030","Público","Provincial","2020-05-14","2",""
"2020-03-02","San Juan","70","Capital","028","SAN JUAN","010","Público","Provincial","2020-05-14","1",""
"2020-03-03","CABA","02","COMUNA 1","001","CIUDAD DE BUENOS AIRES","010","Público","Provincial","2020-05-14","1",""
"2020-03-03","CABA","02","COMUNA 2","002","RECOLETA","010","Privado","Privado","2020-05-14","2","1"
"2020-03-03","CABA","02","COMUNA 3","003","BALVANERA","010","Privado","Obra social","2020-05-14","1",""
"2020-03-03","CABA","02","COMUNA 4","004","PARQUE PATRICIOS","010","Público","Municipal","2020-05-14","2",""
"2020-03-03","Buenos Aires","06","San Isidro","756","ACASSUSO","010","Público","Municipal","2020-05-14","1",""
"2020-03-03","Corrientes","18","Capital","021","CORRIENTES","020","Público","Provincial","2020-05-14","1",""
"2020-03-04","CABA","02","COMUNA 2","002","RECOLETA","010","Privado","Privado","2020-05-14","3",""
"2020-03-04","Buenos Aires","06","Olavarría","595","OLAVARRIA","070","Público","Municipal","2020-05-14","1",""
"2020-03-04","Córdoba","14","Capital","014","CORDOBA","010","Público","Provincial","2020-05-14","1",""
"2020-03-04","Formosa","34","Formosa","014","FORMOSA","020","Público","Provincial","2020-05-14","1",""
"2020-03-05","CABA","02","COMUNA 2","002","RECOLETA","010","Público","Municipal","2020-05-14","2",""
"2020-03-05","CABA","02","COMUNA 3","003","BALVANERA","010","Privado","Obra social","2020-05-14","1",""
"2020-03-05","CABA","02","COMUNA 14","014","PALERMO","010","Privado","Privado","2020-05-14","1",""
"2020-03-05","Buenos Aires","06","Tigre","805","GENERAL PACHECO","010","Público","Provincial","2020-05-14","1",""
"2020-03-05","Entre Ríos","30","Paraná","084","PARANA","160","Público","Provincial","2020-05-14","1",""
"2020-03-05","Misiones","54","Iguazú","063","PUERTO IGUAZU","030","Público","Provincial","2020-05-14","1",""
"2020-03-06","CABA","02","COMUNA 1","001","CIUDAD DE BUENOS AIRES","010","Público","Provincial","2020-05-14","1","1"
"2020-03-06","CABA","02","COMUNA 1","001","RETIRO","010","Privado","Privado","2020-05-14","1",""
"2020-03-06","CABA","02","COMUNA 2","002","RECOLETA","010","Privado","Privado","2020-05-14","3","3"
"2020-03-06","CABA","02","COMUNA 4","004","BARRACAS","010","Privado","Privado","2020-05-14","1","1"
"2020-03-06","CABA","02","COMUNA 4","004","PARQUE PATRICIOS","010","Público","Municipal","2020-05-14","1",""
"2020-03-06","CABA","02","COMUNA 5","005","BOEDO","010","Privado","Privado","2020-05-14","1",""
"2020-03-06","Buenos Aires","06","La Plata","441","LA PLATA","030","Público","Provincial","2020-05-14","1",""
"2020-03-06","Buenos Aires","06","General San Martín","371","CIUDAD DEL LIBERTADOR GENERAL SAN MARTIN","010","Público","Municipal","2020-05-14","1","1"
"2020-03-06","Córdoba","14","Capital","014","CORDOBA","010","Privado","Privado","2020-05-14","1","1"
"2020-03-07","CABA","02","COMUNA 1","001","CONSTITUCION","010","Público","Nacional","2020-05-14","1",""
"2020-03-07","CABA","02","COMUNA 1","001","SAN TELMO","010","Privado","Privado","2020-05-14","2",""
"2020-03-07","CABA","02","COMUNA 2","002","RECOLETA","010","Privado","Privado","2020-05-14","1",""
"2020-03-07","CABA","02","COMUNA 4","004","BOCA","010","Público","Municipal","2020-05-14","1","1"
"2020-03-07","Buenos Aires","06","La Plata","441","LA PLATA","030","Público","Provincial","2020-05-14","1",""
"2020-03-07","Buenos Aires","06","San Isidro","756","SAN ISIDRO","010","Privado","Privado","2020-05-14","2",""
"2020-03-07","Mendoza","50","San Rafael","105","SAN RAFAEL  (CIUDAD DE SAN RAFAEL)","210","Público","Provincial","2020-05-14","1",""
"2020-03-08","CABA","02","COMUNA 1","001","CONSTITUCION","010","Público","Nacional","2020-05-14","4",""
"2020-03-08","CABA","02","COMUNA 1","001","RETIRO","010","Privado","Privado","2020-05-14","2",""
"2020-03-08","CABA","02","COMUNA 2","002","RECOLETA","010","Privado","Privado","2020-05-14","1","1"
"2020-03-08","CABA","02","COMUNA 4","004","PARQUE PATRICIOS","010","Público","Municipal","2020-05-14","1","1"
"2020-03-08","CABA","02","COMUNA 5","005","ALMAGRO","010","Privado","Obra social","2020-05-14","1",""
"2020-03-08","CABA","02","COMUNA 5","005","BOEDO","010","Privado","Privado","2020-05-14","3",""
"2020-03-08","CABA","02","COMUNA 12","012","SAAVEDRA","010","Privado","Privado","2020-05-14","1",""
"2020-03-08","CABA","02","COMUNA 14","014","PALERMO","010","Privado","Privado","2020-05-14","1",""
"2020-03-08","Buenos Aires","06","La Plata","441","LA PLATA","030","Público","Provincial","2020-05-14","1",""
"2020-03-08","Buenos Aires","06","General San Martín","371","CIUDAD DEL LIBERTADOR GENERAL SAN MARTIN","010","Público","Municipal","2020-05-14","1","1"
"2020-03-08","Córdoba","14","Capital","014","CORDOBA","010","Público","Provincial","2020-05-14","8",""
"2020-03-08","Córdoba","14","Río Cuarto","098","RIO CUARTO","230","Público","Municipal","2020-05-14","1",""
"2020-03-08","La Rioja","46","Capital","014","LA RIOJA","010","Público","Provincial","2020-05-14","2",""
"2020-03-08","Mendoza","50","Las Heras","049","EL RESGUARDO","050","Público","Provincial","2020-05-14","1",""
"2020-03-09","CABA","02","COMUNA 1","001","SAN TELMO","010","Privado","Privado","2020-05-14","2",""
"2020-03-09","CABA","02","COMUNA 2","002","RECOLETA","010","Privado","Privado","2020-05-14","1",""
"2020-03-09","CABA","02","COMUNA 3","003","BALVANERA","010","Privado","Privado","2020-05-14","1",""
"2020-03-09","CABA","02","COMUNA 4","004","PARQUE PATRICIOS","010","Público","Municipal","2020-05-14","1","1"
"2020-03-09","Buenos Aires","06","Morón","568","VILLA SARMIENTO","010","Público","Nacional","2020-05-14","1","1"
"2020-03-09","Buenos Aires","06","Ituzaingó","410","ITUZAINGO SUR","010","Público","Municipal","2020-05-14","1",""
"2020-03-09","Buenos Aires","06","Chacabuco","210","CHACABUCO","020","Público","Municipal","2020-05-14","1",""
"2020-03-09","Chaco","22","San Fernando","140","RESISTENCIA","060","Público","Provincial","2020-05-14","3","3"
"2020-03-09","Río Negro","62","Adolfo Alsina","007","VIEDMA","090","Público","Provincial","2020-05-14","1","1"
"2020-03-09","San Luis","74","La Capital","056","SAN LUIS","150","Público","Provincial","2020-05-14","1","1"
"2020-03-10","CABA","02","COMUNA 1","001","CIUDAD DE BUENOS AIRES","010","Público","Provincial","2020-05-14","1",""
"2020-03-10","CABA","02","COMUNA 2","002","RECOLETA","010","Privado","Privado","2020-05-14","4",""
"2020-03-10","CABA","02","COMUNA 3","003","BALVANERA","010","Privado","Privado","2020-05-14","2",""
"2020-03-10","CABA","02","COMUNA 4","004","BOCA","010","Público","Municipal","2020-05-14","1",""
"2020-03-10","CABA","02","COMUNA 4","004","PARQUE PATRICIOS","010","Público","Nacional","2020-05-14","1",""
"2020-03-10","CABA","02","COMUNA 4","004","PARQUE PATRICIOS","010","Público","Municipal","2020-05-14","2","1"
"2020-03-10","CABA","02","COMUNA 5","005","BOEDO","010","Privado","Privado","2020-05-14","3",""
"2020-03-10","CABA","02","COMUNA 15","015","AGRONOMIA","010","Privado","Privado","2020-05-14","1",""
"2020-03-10","Buenos Aires","06","La Matanza","427","RAMOS MEJIA","010","Privado","Privado","2020-05-14","1","1"
"2020-03-10","Buenos Aires","06","San Isidro","756","SAN ISIDRO","010","Privado","Privado","2020-05-14","1",""
"2020-03-10","Córdoba","14","Capital","014","CORDOBA","010","Público","Provincial","2020-05-14","4",""
"2020-03-10","Mendoza","50","Capital","007","1A. SECCION","010","Público","Provincial","2020-05-14","1",""
"2020-03-10","Santa Fe","82","Rosario","084","ROSARIO","270","Público","Municipal","2020-05-14","3",""
"2020-03-10","Tucumán","90","Capital","084","SAN MIGUEL DE TUCUMAN","010","Público","Provincial","2020-05-14","4",""
"2020-03-11","CABA","02","COMUNA 1","001","CIUDAD DE BUENOS AIRES","010","Público","Provincial","2020-05-14","1",""
"2020-03-11","CABA","02","COMUNA 1","001","CONSTITUCION","010","Público","Nacional","2020-05-14","1",""
"2020-03-11","CABA","02","COMUNA 2","002","RECOLETA","010","Privado","Privado","2020-05-14","9","3"
"2020-03-11","CABA","02","COMUNA 3","003","BALVANERA","010","Privado","Obra social","2020-05-14","2",""
"2020-03-11","CABA","02","COMUNA 4","004","BARRACAS","010","Privado","Privado","2020-05-14","1",""
"2020-03-11","CABA","02","COMUNA 4","004","PARQUE PATRICIOS","010","Público","Municipal","2020-05-14","3",""
"2020-03-11","CABA","02","COMUNA 5","005","BOEDO","010","Privado","Privado","2020-05-14","2",""
"2020-03-11","CABA","02","COMUNA 11","011","VILLA DEVOTO","010","Público","Municipal","2020-05-14","1",""
"2020-03-11","CABA","02","COMUNA 14","014","PALERMO","010","Privado","Privado","2020-05-14","4","1"
"2020-03-11","Buenos Aires","06","La Plata","441","LA PLATA","030","Público","Provincial","2020-05-14","1",""
"2020-03-11","Buenos Aires","06","Morón","568","VILLA SARMIENTO","010","Público","Nacional","2020-05-14","1","1"
"2020-03-11","Buenos Aires","06","Morón","568","VILLA SARMIENTO","010","Público","Municipal","2020-05-14","1",""
"2020-03-11","Buenos Aires","06","General San Martín","371","CIUDAD DEL LIBERTADOR GENERAL SAN MARTIN","010","Público","Municipal","2020-05-14","2",""
"2020-03-11","Buenos Aires","06","San Isidro","756","SAN ISIDRO","010","Privado","Privado","2020-05-14","2",""
"2020-03-11","Mendoza","50","Capital","007","1A. SECCION","010","Público","Provincial","2020-05-14","1",""
"2020-03-11","San Juan","70","Capital","028","SAN JUAN","010","Público","Provincial","2020-05-14","2",""
"2020-03-11","Santa Fe","82","General López","042","VENADO TUERTO","290","Privado","Privado","2020-05-14","1",""
"2020-03-12","CABA","02","COMUNA 1","001","CIUDAD DE BUENOS AIRES","010","Público","Provincial","2020-05-14","2","1"
"2020-03-12","CABA","02","COMUNA 1","001","CONSTITUCION","010","Público","Nacional","2020-05-14","3",""
"2020-03-12","CABA","02","COMUNA 2","002","RECOLETA","010","Privado","Privado","2020-05-14","12","1"
"2020-03-12","CABA","02","COMUNA 4","004","BARRACAS","010","Privado","Privado","2020-05-14","4","1"
"2020-03-12","CABA","02","COMUNA 7","007","FLORES","010","Privado","Privado","2020-05-14","1",""
"2020-03-12","Buenos Aires","06","La Plata","441","LA PLATA","030","Público","Provincial","2020-05-14","2","1"
"2020-03-12","Buenos Aires","06","Avellaneda","035","WILDE","010","Privado","Privado","2020-05-14","1","1"
"2020-03-12","Buenos Aires","06","Morón","568","VILLA SARMIENTO","010","Público","Nacional","2020-05-14","2","2"
"2020-03-12","Buenos Aires","06","Vicente López","861","FLORIDA","010","Público","Municipal","2020-05-14","1","1"
"2020-03-12","Chaco","22","San Fernando","140","RESISTENCIA","060","Público","Provincial","2020-05-14","3","2"
"2020-03-12","Chubut","26","Futaleufú","035","ESQUEL","030","Público","Provincial","2020-05-14","1",""
"2020-03-12","Córdoba","14","Capital","014","CORDOBA","010","Privado","Privado","2020-05-14","3","1"
"2020-03-12","Córdoba","14","Capital","014","CORDOBA","010","Público","Provincial","2020-05-14","5","1"
"2020-03-12","Córdoba","14","San Justo","140","SAN FRANCISCO","360","Público","Provincial","2020-05-14","1",""
"2020-03-12","Mendoza","50","Guaymallén","028","GUAYMALLEN","020","Público","Provincial","2020-05-14","1",""
"2020-03-12","San Luis","74","La Capital","056","SAN LUIS","150","Público","Provincial","2020-05-14","2",""
"2020-03-12","Santa Fe","82","Rosario","084","ROSARIO","270","Privado","Privado","2020-05-14","2",""
"2020-03-13","CABA","02","COMUNA 1","001","CIUDAD DE BUENOS AIRES","010","Público","Provincial","2020-05-14","1",""
"2020-03-13","CABA","02","COMUNA 2","002","RECOLETA","010","Privado","Privado","2020-05-14","12","4"
"2020-03-13","CABA","02","COMUNA 2","002","RECOLETA","010","Público","Municipal","2020-05-14","2",""
"2020-03-13","CABA","02","COMUNA 2","002","RECOLETA","010","Público","Universitario público","2020-05-14","2",""
"2020-03-13","CABA","02","COMUNA 3","003","SAN CRISTOBAL","010","Privado","Privado","2020-05-14","2",""
"2020-03-13","CABA","02","COMUNA 4","004","BARRACAS","010","Público","Municipal","2020-05-14","1",""
"2020-03-13","CABA","02","COMUNA 4","004","BOCA","010","Público","Municipal","2020-05-14","1",""
"2020-03-13","CABA","02","COMUNA 4","004","PARQUE PATRICIOS","010","Público","Municipal","2020-05-14","2",""
"2020-03-13","CABA","02","COMUNA 5","005","BOEDO","010","Privado","Privado","2020-05-14","2",""
"2020-03-13","CABA","02","COMUNA 7","007","FLORES","010","Público","Municipal","2020-05-14","1",""
"2020-03-13","CABA","02","COMUNA 14","014","PALERMO","010","Privado","Privado","2020-05-14","2",""
"2020-03-13","Buenos Aires","06","Avellaneda","035","WILDE","010","Privado","Privado","2020-05-14","1",""
"2020-03-13","Buenos Aires","06","Campana","126","CAMPANA","030","Público","Municipal","2020-05-14","1",""
"2020-03-13","Buenos Aires","06","Pilar","638","PILAR","040","Público","Municipal","2020-05-14","1",""
"2020-03-13","Buenos Aires","06","Pilar","638","PRESIDENTE DERQUI","040","Privado","Privado","2020-05-14","1",""
"2020-03-13","Buenos Aires","06","La Matanza","427","RAMOS MEJIA","010","Privado","Privado","2020-05-14","3","1"
"2020-03-13","Buenos Aires","06","General San Martín","371","CIUDAD DEL LIBERTADOR GENERAL SAN MARTIN","010","Público","Municipal","2020-05-14","1",""
"2020-03-13","Buenos Aires","06","San Isidro","756","ACASSUSO","010","Público","Municipal","2020-05-14","1",""
"2020-03-13","Buenos Aires","06","San Isidro","756","SAN ISIDRO","010","Privado","Privado","2020-05-14","1",""
"2020-03-13","Buenos Aires","06","Rauch","672","RAUCH","010","Público","Municipal","2020-05-14","1",""
"2020-03-13","Buenos Aires","06","Merlo","539","SAN ANTONIO DE PADUA","010","Público","Municipal","2020-05-14","1",""
"2020-03-13","Buenos Aires","06","San Miguel","760","SAN MIGUEL","010","Público","Municipal","2020-05-14","1",""
"2020-03-13","Buenos Aires","06","Quilmes","658","QUILMES OESTE","010","Privado","Privado","2020-05-14","2",""
"2020-03-13","Catamarca","10","Capital","049","SAN FERNANDO DEL VALLE DE CATAMARCA","030","Público","Provincial","2020-05-14","2",""
"2020-03-13","Chaco","22","San Fernando","140","RESISTENCIA","060","Público","Provincial","2020-05-14","9","1"
"2020-03-13","Córdoba","14","Capital","014","CORDOBA","010","Público","Provincial","2020-05-14","9",""
"2020-03-13","Córdoba","14","Cruz del Eje","028","CRUZ DEL EJE","050","Público","Provincial","2020-05-14","1",""
"2020-03-13","Corrientes","18","Capital","021","CORRIENTES","020","Público","Provincial","2020-05-14","7",""
"2020-03-13","Jujuy","38","Dr. Manuel Belgrano","021","SAN SALVADOR DE JUJUY","060","Público","Provincial","2020-05-14","1",""
"2020-03-13","Mendoza","50","Capital","007","1A. SECCION","010","Público","Provincial","2020-05-14","1",""
"2020-03-13","Mendoza","50","San Rafael","105","SAN RAFAEL  (CIUDAD DE SAN RAFAEL)","210","Público","Provincial","2020-05-14","1",""
"2020-03-13","Neuquén","58","Confluencia","035","NEUQUEN","070","Público","Provincial","2020-05-14","3",""
"2020-03-13","Río Negro","62","Adolfo Alsina","007","VIEDMA","090","Público","Provincial","2020-05-14","1",""
"2020-03-13","Río Negro","62","Bariloche","021","SAN CARLOS DE BARILOCHE","060","Público","Provincial","2020-05-14","1",""
"2020-03-13","Salta","66","Capital","028","SALTA","050","Público","Provincial","2020-05-14","1",""
"2020-03-13","Santa Fe","82","General López","042","VENADO TUERTO","290","Privado","Privado","2020-05-14","1",""
"2020-03-13","Santa Fe","82","General López","042","VENADO TUERTO","290","Público","Provincial","2020-05-14","1",""
"2020-03-13","Santa Fe","82","Las Colonias","070","ESPERANZA","050","Público","Provincial","2020-05-14","1",""
"2020-03-13","Santa Fe","82","La Capital","063","SANTA FE","170","Público","Provincial","2020-05-14","1",""
"2020-03-13","Santa Fe","82","Rosario","084","ROSARIO","270","Privado","Privado","2020-05-14","1",""
"2020-03-13","Santa Fe","82","Rosario","084","ROSARIO","270","Público","Municipal","2020-05-14","1","1"
"2020-03-14","CABA","02","COMUNA 1","001","CIUDAD DE BUENOS AIRES","010","Público","Provincial","2020-05-14","6","1"
"2020-03-14","CABA","02","COMUNA 1","001","CONSTITUCION","010","Público","Nacional","2020-05-14","1",""
"2020-03-14","CABA","02","COMUNA 1","001","RETIRO","010","Privado","Privado","2020-05-14","1",""
"2020-03-14","CABA","02","COMUNA 2","002","RECOLETA","010","Privado","Privado","2020-05-14","9","3"
"2020-03-14","CABA","02","COMUNA 3","003","BALVANERA","010","Privado","Privado","2020-05-14","2",""
"2020-03-14","CABA","02","COMUNA 3","003","BALVANERA","010","Privado","Obra social","2020-05-14","3",""
"2020-03-14","CABA","02","COMUNA 4","004","BARRACAS","010","Privado","Privado","2020-05-14","4",""
"2020-03-14","CABA","02","COMUNA 4","004","BARRACAS","010","Público","Municipal","2020-05-14","1","1"
"2020-03-14","CABA","02","COMUNA 4","004","BOCA","010","Público","Municipal","2020-05-14","3",""
"2020-03-14","CABA","02","COMUNA 7","007","FLORES","010","Privado","Privado","2020-05-14","1",""
"2020-03-14","CABA","02","COMUNA 8","008","VILLA LUGANO","010","Privado","Universitario privado","2020-05-14","1",""
"2020-03-14","CABA","02","COMUNA 9","009","LINIERS","010","Público","Municipal","2020-05-14","1",""
"2020-03-14","CABA","02","COMUNA 14","014","PALERMO","010","Privado","Privado","2020-05-14","2",""
"2020-03-14","Buenos Aires","06","La Plata","441","LA PLATA","030","Público","Provincial","2020-05-14","1",""
"2020-03-14","Buenos Aires","06","Luján","497","LUJAN","060","Público","Municipal","2020-05-14","1","1"
"2020-03-14","Buenos Aires","06","Morón","568","VILLA SARMIENTO","010","Público","Nacional","2020-05-14","1",""
"2020-03-14","Buenos Aires","06","La Matanza","427","RAMOS MEJIA","010","Privado","Privado","2020-05-14","1",""
"2020-03-14","Buenos Aires","06","Chivilcoy","224","CHIVILCOY","010","Público","Municipal","2020-05-14","1","1"
"2020-03-14","Buenos Aires","06","Almirante Brown","028","ADROGUE","010","Privado","Privado","2020-05-14","1",""
"2020-03-14","Buenos Aires","06","Almirante Brown","028","ADROGUE","010","Público","Provincial","2020-05-14","1",""
"2020-03-14","Buenos Aires","06","San Isidro","756","ACASSUSO","010","Público","Municipal","2020-05-14","1",""
"2020-03-14","Buenos Aires","06","Punta Indio","655","PUNTA INDIO","040","Público","Municipal","2020-05-14","1",""
"2020-03-14","Buenos Aires","06","San Nicolás","763","SAN NICOLAS DE LOS ARROYOS","050","Privado","Privado","2020-05-14","1",""
"2020-03-14","Entre Ríos","30","Uruguay","098","BASAVILBASO","010","Público","Provincial","2020-05-14","1",""
"2020-03-14","La Pampa","42","Capital","021","SANTA ROSA","020","Público","Provincial","2020-05-14","3",""
"2020-03-15","CABA","02","COMUNA 1","001","CIUDAD DE BUENOS AIRES","010","Público","Provincial","2020-05-14","6","1"
"2020-03-15","CABA","02","COMUNA 1","001","RETIRO","010","Privado","Privado","2020-05-14","2",""
"2020-03-15","CABA","02","COMUNA 2","002","RECOLETA","010","Privado","Privado","2020-05-14","10","2"
"2020-03-15","CABA","02","COMUNA 2","002","RECOLETA","010","Público","Municipal","2020-05-14","1",""
"2020-03-15","CABA","02","COMUNA 3","003","BALVANERA","010","Privado","Privado","2020-05-14","3","1"
"2020-03-15","CABA","02","COMUNA 4","004","BARRACAS","010","Público","Municipal","2020-05-14","2",""
"2020-03-15","CABA","02","COMUNA 4","004","PARQUE PATRICIOS","010","Público","Municipal","2020-05-14","3",""
"2020-03-15","CABA","02","COMUNA 5","005","BOEDO","010","Privado","Privado","2020-05-14","3","1"
"2020-03-15","CABA","02","COMUNA 6","006","CABALLITO","010","Privado","Obra social","2020-05-14","1",""
"2020-03-15","CABA","02","COMUNA 7","007","FLORES","010","Público","Municipal","2020-05-14","2",""
"2020-03-15","CABA","02","COMUNA 12","012","COGHLAN","010","Privado","Privado","2020-05-14","1",""
"2020-03-15","CABA","02","COMUNA 13","013","BELGRANO","010","Privado","Privado","2020-05-14","1",""
"2020-03-15","CABA","02","COMUNA 14","014","PALERMO","010","Privado","Privado","2020-05-14","6",""
"2020-03-15","CABA","02","COMUNA 14","014","PALERMO","010","Público","Municipal","2020-05-14","1",""
"2020-03-15","Buenos Aires","06","La Plata","441","LA PLATA","030","Privado","Privado","2020-05-14","1",""
"2020-03-15","Buenos Aires","06","La Plata","441","MELCHOR ROMERO","130","Público","Provincial","2020-05-14","1",""
"2020-03-15","Buenos Aires","06","Ezeiza","270","AEROPUERTO INTERNACIONAL EZEIZA","010","Público","Provincial","2020-05-14","4","2"
"2020-03-15","Buenos Aires","06","Avellaneda","035","WILDE","010","Público","Provincial","2020-05-14","1",""
"2020-03-15","Buenos Aires","06","Lomas de Zamora","490","TEMPERLEY","010","Privado","Privado","2020-05-14","2",""
"2020-03-15","Buenos Aires","06","Lomas de Zamora","490","TEMPERLEY","010","Público","Provincial","2020-05-14","2",""
"2020-03-15","Buenos Aires","06","Esteban Echeverría","260","MONTE GRANDE","010","Público","Municipal","2020-05-14","1",""
"2020-03-15","Chaco","22","San Fernando","140","RESISTENCIA","060","Privado","Privado","2020-05-14","1","1"
"2020-03-15","Chaco","22","San Fernando","140","RESISTENCIA","060","Público","Provincial","2020-05-14","19","1"
"2020-03-15","Mendoza","50","Capital","007","1A. SECCION","010","Público","Provincial","2020-05-14","1",""
"2020-03-15","Tierra del Fuego","94","Ushuaia","014","USHUAIA","020","Público","Provincial","2020-05-14","5","2"
"2020-03-16","CABA","02","COMUNA 1","001","CIUDAD DE BUENOS AIRES","010","Público","Provincial","2020-05-14","1",""
"2020-03-16","CABA","02","COMUNA 1","001","RETIRO","010","Privado","Privado","2020-05-14","1",""
"2020-03-16","CABA","02","COMUNA 2","002","RECOLETA","010","Privado","Privado","2020-05-14","12","3"
"2020-03-16","CABA","02","COMUNA 2","002","RECOLETA","010","Público","Municipal","2020-05-14","4",""
"2020-03-16","CABA","02","COMUNA 3","003","BALVANERA","010","Privado","Privado","2020-05-14","2",""
"2020-03-16","CABA","02","COMUNA 3","003","BALVANERA","010","Privado","Obra social","2020-05-14","1",""
"2020-03-16","CABA","02","COMUNA 4","004","BARRACAS","010","Público","Municipal","2020-05-14","2",""
"2020-03-16","CABA","02","COMUNA 4","004","PARQUE PATRICIOS","010","Público","Municipal","2020-05-14","2","1"
"2020-03-16","CABA","02","COMUNA 5","005","ALMAGRO","010","Privado","Privado","2020-05-14","1",""
"2020-03-16","CABA","02","COMUNA 5","005","ALMAGRO","010","Privado","Obra social","2020-05-14","1",""
"2020-03-16","CABA","02","COMUNA 5","005","BOEDO","010","Privado","Privado","2020-05-14","1",""
"2020-03-16","CABA","02","COMUNA 7","007","FLORES","010","Público","Municipal","2020-05-14","3",""
"2020-03-16","CABA","02","COMUNA 8","008","VILLA SOLDATI","010","Público","Municipal","2020-05-14","2",""
"2020-03-16","CABA","02","COMUNA 9","009","LINIERS","010","Público","Municipal","2020-05-14","1",""
"2020-03-16","CABA","02","COMUNA 11","011","VILLA DEVOTO","010","Público","Municipal","2020-05-14","1",""
"2020-03-16","CABA","02","COMUNA 14","014","PALERMO","010","Privado","Privado","2020-05-14","2","2"
"2020-03-16","CABA","02","COMUNA 14","014","PALERMO","010","Público","Municipal","2020-05-14","1",""
"2020-03-16","CABA","02","COMUNA 15","015","CHACARITA","010","Privado","Privado","2020-05-14","1",""
"2020-03-16","Buenos Aires","06","La Plata","441","LA PLATA","030","Privado","Privado","2020-05-14","1",""
"2020-03-16","Buenos Aires","06","La Plata","441","LA PLATA","030","Público","Provincial","2020-05-14","1",""
"2020-03-16","Buenos Aires","06","Ezeiza","270","AEROPUERTO INTERNACIONAL EZEIZA","010","Público","Provincial","2020-05-14","2",""
"2020-03-16","Buenos Aires","06","Luján","497","LUJAN","060","Público","Municipal","2020-05-14","1","1"
"2020-03-16","Buenos Aires","06","Morón","568","VILLA SARMIENTO","010","Público","Nacional","2020-05-14","2",""
"2020-03-16","Buenos Aires","06","Morón","568","VILLA SARMIENTO","010","Público","Municipal","2020-05-14","1",""
"2020-03-16","Buenos Aires","06","La Matanza","427","RAMOS MEJIA","010","Privado","Privado","2020-05-14","1",""
"2020-03-16","Buenos Aires","06","General San Martín","371","CIUDAD DEL LIBERTADOR GENERAL SAN MARTIN","010","Público","Municipal","2020-05-14","1",""
"2020-03-16","Buenos Aires","06","General San Martín","371","GENERAL SAN MARTÍN","010","Privado","Privado","2020-05-14","2",""
"2020-03-16","Buenos Aires","06","San Isidro","756","ACASSUSO","010","Público","Municipal","2020-05-14","2",""
"2020-03-16","Buenos Aires","06","San Isidro","756","SAN ISIDRO","010","Privado","Privado","2020-05-14","3","1"
"2020-03-16","Buenos Aires","06","Vicente López","861","FLORIDA","010","Público","Municipal","2020-05-14","1",""
"2020-03-16","Buenos Aires","06","Quilmes","658","QUILMES OESTE","010","Privado","Privado","2020-05-14","3",""
"2020-03-16","Buenos Aires","06","Esteban Echeverría","260","MONTE GRANDE","010","Privado","Privado","2020-05-14","2",""
"2020-03-16","Chaco","22","San Fernando","140","RESISTENCIA","060","Público","Provincial","2020-05-14","16","4"
"2020-03-16","Chaco","22","Comandante Fernández","021","PRESIDENCIA ROQUE SAENZ PENA","010","Público","Provincial","2020-05-14","1",""
"2020-03-16","Chubut","26","Rawson","077","TRELEW","040","Público","Provincial","2020-05-14","3",""
"2020-03-16","Córdoba","14","Capital","014","CORDOBA","010","Público","Provincial","2020-05-14","4",""
"2020-03-16","Mendoza","50","Capital","007","1A. SECCION","010","Público","Provincial","2020-05-14","2",""
"2020-03-16","Mendoza","50","Godoy Cruz","021","GODOY CRUZ","010","Público","Provincial","2020-05-14","4",""
"2020-03-16","Salta","66","Cafayate","021","CAFAYATE","010","Público","Provincial","2020-05-14","1",""
"2020-03-16","Salta","66","Capital","028","SALTA","050","Público","Provincial","2020-05-14","1",""
"2020-03-16","San Juan","70","Capital","028","SAN JUAN","010","Público","Provincial","2020-05-14","1",""
"2020-03-16","Santiago del Estero","86","Capital","049","SANTIAGO DEL ESTERO","110","Público","Provincial","2020-05-14","1",""
